B|84|ADORWELD|EQ|09:01:23|1534.62361|9
B|85|ADORWELD|EQ|09:01:24|1528.33007|5
S|86|ADORWELD|EQ|09:01:25|1513.26947|6
S|87|ADORWELD|EQ|09:01:26|1526.1624|8
S|88|ADORWELD|EQ|09:01:27|1504.69703|4
S|89|ADORWELD|EQ|09:01:28|1528.79732|8
B|90|ADORWELD|EQ|09:01:29|1546.46481|9
B|91|ADORWELD|EQ|09:01:30|1515.92845|6
B|92|ADORWELD|EQ|09:01:31|1533.37052|6
B|93|ADORWELD|EQ|09:01:32|1506.58989|6
B|94|ADORWELD|EQ|09:01:33|1535.81636|6
S|95|ADORWELD|EQ|09:01:34|1514.4703|1
B|96|ADORWELD|EQ|09:01:35|1509.15957|9
S|97|ADORWELD|EQ|09:01:36|1529.32565|5
S|98|ADORWELD|EQ|09:01:37|1501.00538|8
S|99|ADORWELD|EQ|09:01:38|1541.447|4
B|100|ADORWELD|EQ|09:01:39|1500.23477|6
B|101|ADORWELD|EQ|09:01:40|1533.89083|1
S|102|ADORWELD|EQ|09:01:41|1513.5004|9
B|103|ADORWELD|EQ|09:01:42|1536.7597|9
S|104|ADORWELD|EQ|09:01:43|1548.10943|3
S|105|ADORWELD|EQ|09:01:44|1512.43766|4
S|106|ADORWELD|EQ|09:01:45|1528.80787|9
S|107|ADORWELD|EQ|09:01:46|1529.6021|1
S|108|ADORWELD|EQ|09:01:47|1528.6126|4
B|109|ADORWELD|EQ|09:01:48|1511.15408|7
B|110|ADORWELD|EQ|09:01:49|1547.63745|4
B|111|ADORWELD|EQ|09:01:50|1522.35627|7
S|112|ADORWELD|EQ|09:01:51|1542.32043|2
B|113|ADORWELD|EQ|09:01:52|1534.97396|7
S|114|ADORWELD|EQ|09:01:53|1514.87185|1
S|115|ADORWELD|EQ|09:01:54|1540.68989|8
S|116|ADORWELD|EQ|09:01:55|1519.82529|9
S|117|ADORWELD|EQ|09:01:56|1544.05516|7
S|118|ADORWELD|EQ|09:01:57|1529.06364|9
S|119|ADORWELD|EQ|09:01:58|1544.08677|9
S|120|ADORWELD|EQ|09:01:59|1534.62658|8
B|121|ADORWELD|EQ|09:02:00|1536.26271|4
S|122|ADORWELD|EQ|09:02:01|1525.06622|1
B|123|ADORWELD|EQ|09:02:02|1547.80418|4
B|124|ADORWELD|EQ|09:02:03|1532.19951|6
S|125|ADORWELD|EQ|09:02:04|1521.19275|5
S|126|ADORWELD|EQ|09:02:05|1530.31966|8
B|127|ADORWELD|EQ|09:02:06|1500.95966|8
B|128|ADORWELD|EQ|09:02:07|1515.07874|4
B|129|ADORWELD|EQ|09:02:08|1533.00868|5
B|130|ADORWELD|EQ|09:02:09|1514.50388|1
S|131|ADORWELD|EQ|09:02:10|1530.90077|5
S|132|ADORWELD|EQ|09:02:11|1521.43844|9
S|133|ADORWELD|EQ|09:02:12|1506.7737|5
B|134|ADORWELD|EQ|09:02:13|1514.91412|7
S|135|ADORWELD|EQ|09:02:14|1528.49825|7
S|136|ADORWELD|EQ|09:02:15|1529.54364|2
B|137|ADORWELD|EQ|09:02:16|1528.71626|5
B|138|ADORWELD|EQ|09:02:17|1532.66004|5
B|139|ADORWELD|EQ|09:02:18|1532.60516|7
S|140|ADORWELD|EQ|09:02:19|1521.57092|7
B|141|ADORWELD|EQ|09:02:20|1544.82733|9
S|142|ADORWELD|EQ|09:02:21|1518.37809|5
B|143|ADORWELD|EQ|09:02:22|1521.79325|4
S|144|ADORWELD|EQ|09:02:23|1544.59617|6
S|145|ADORWELD|EQ|09:02:24|1540.3097|4
S|146|ADORWELD|EQ|09:02:25|1535.19443|4
B|147|ADORWELD|EQ|09:02:26|1505.01134|5
B|148|ADORWELD|EQ|09:02:27|1545.97413|8
B|149|ADORWELD|EQ|09:02:28|1535.71206|9
S|150|ADORWELD|EQ|09:02:29|1549.94235|7
B|151|ADORWELD|EQ|09:02:30|1507.47242|6
B|152|ADORWELD|EQ|09:02:31|1543.4063|8
S|153|ADORWELD|EQ|09:02:32|1508.12465|7
S|154|ADORWELD|EQ|09:02:33|1530.77798|5
S|155|ADORWELD|EQ|09:02:34|1506.191|2
B|156|ADORWELD|EQ|09:02:35|1542.40041|4
B|157|ADORWELD|EQ|09:02:36|1540.36595|1
S|158|ADORWELD|EQ|09:02:37|1528.45504|7
B|159|ADORWELD|EQ|09:02:38|1520.35916|3
B|160|ADORWELD|EQ|09:02:39|1503.45835|5
S|161|ADORWELD|EQ|09:02:40|1534.87144|2
B|162|ADORWELD|EQ|09:02:41|1522.67713|2
B|163|ADORWELD|EQ|09:02:42|1536.10278|9
B|164|ADORWELD|EQ|09:02:43|1543.31912|1
S|165|ADORWELD|EQ|09:02:44|1548.77608|4
B|166|ADORWELD|EQ|09:02:45|1542.79017|1
S|167|ADORWELD|EQ|09:02:46|1500.5857|7
S|168|ADORWELD|EQ|09:02:47|1517.9989|7
B|169|ADORWELD|EQ|09:02:48|1536.49953|2
B|170|ADORWELD|EQ|09:02:49|1508.58148|7
S|171|ADORWELD|EQ|09:02:50|1526.05183|9
B|172|ADORWELD|EQ|09:02:51|1502.7169|3
S|173|ADORWELD|EQ|09:02:52|1509.99983|1
B|174|ADORWELD|EQ|09:02:53|1500.92609|8
B|175|ADORWELD|EQ|09:02:54|1539.68489|6
B|176|ADORWELD|EQ|09:02:55|1511.19623|2
B|177|ADORWELD|EQ|09:02:56|1517.26758|4
B|178|ADORWELD|EQ|09:02:57|1546.40406|7
B|179|ADORWELD|EQ|09:02:58|1535.22072|6
B|180|ADORWELD|EQ|09:02:59|1501.59195|6
B|181|ADORWELD|EQ|09:03:00|1508.23471|9
S|182|ADORWELD|EQ|09:03:01|1531.07392|4
B|183|ADORWELD|EQ|09:03:02|1528.86143|1
S|184|ADORWELD|EQ|09:03:03|1511.89464|5
B|185|ADORWELD|EQ|09:03:04|1546.7107|9
B|186|ADORWELD|EQ|09:03:05|1530.6983|7
S|187|ADORWELD|EQ|09:03:06|1526.78164|8
B|188|ADORWELD|EQ|09:03:07|1529.4955|4
S|189|ADORWELD|EQ|09:03:08|1536.5061|7
B|190|ADORWELD|EQ|09:03:09|1515.59725|4
B|191|ADORWELD|EQ|09:03:10|1519.91105|3
S|192|ADORWELD|EQ|09:03:11|1510.49219|8
S|193|ADORWELD|EQ|09:03:12|1509.30965|2
B|194|ADORWELD|EQ|09:03:13|1547.21862|5
S|195|ADORWELD|EQ|09:03:14|1536.97754|3
B|196|ADORWELD|EQ|09:03:15|1524.52294|1
S|197|ADORWELD|EQ|09:03:16|1511.37073|7
S|198|ADORWELD|EQ|09:03:17|1512.71782|7
B|199|ADORWELD|EQ|09:03:18|1502.90146|8
B|200|ADORWELD|EQ|09:03:19|1521.72083|1
S|201|ADORWELD|EQ|09:03:20|1515.58979|6
S|202|ADORWELD|EQ|09:03:21|1534.81717|3
S|203|ADORWELD|EQ|09:03:22|1518.88759|9
B|204|ADORWELD|EQ|09:03:23|1508.98018|7
B|205|ADORWELD|EQ|09:03:24|1501.23394|1
B|206|ADORWELD|EQ|09:03:25|1503.36248|2
B|207|ADORWELD|EQ|09:03:26|1533.96964|7
S|208|ADORWELD|EQ|09:03:27|1522.68484|6
S|209|ADORWELD|EQ|09:03:28|1526.82896|1
S|210|ADORWELD|EQ|09:03:29|1544.83356|6
B|211|ADORWELD|EQ|09:03:30|1549.51695|1
B|212|ADORWELD|EQ|09:03:31|1510.84485|5
B|213|ADORWELD|EQ|09:03:32|1533.15391|7
B|214|ADORWELD|EQ|09:03:33|1513.16612|6
B|215|ADORWELD|EQ|09:03:34|1501.03255|1
S|216|ADORWELD|EQ|09:03:35|1537.91893|1
B|217|ADORWELD|EQ|09:03:36|1516.00086|4
B|218|ADORWELD|EQ|09:03:37|1519.17319|5
B|219|ADORWELD|EQ|09:03:38|1529.41586|4
B|220|ADORWELD|EQ|09:03:39|1541.55242|9
S|221|ADORWELD|EQ|09:03:40|1531.44909|4
B|222|ADORWELD|EQ|09:03:41|1543.63253|1
S|223|ADORWELD|EQ|09:03:42|1513.6771|3
S|224|ADORWELD|EQ|09:03:43|1539.90234|2
S|225|ADORWELD|EQ|09:03:44|1509.2818|3
B|226|ADORWELD|EQ|09:03:45|1547.63958|2
S|227|ADORWELD|EQ|09:03:46|1534.37441|9
S|228|ADORWELD|EQ|09:03:47|1510.77538|4
S|229|ADORWELD|EQ|09:03:48|1547.36853|1
S|230|ADORWELD|EQ|09:03:49|1536.54279|4
B|231|ADORWELD|EQ|09:03:50|1512.69708|2
S|232|ADORWELD|EQ|09:03:51|1510.6656|8
S|233|ADORWELD|EQ|09:03:52|1525.91004|7
B|234|ADORWELD|EQ|09:03:53|1501.28314|6
S|235|ADORWELD|EQ|09:03:54|1510.3735|6
B|236|ADORWELD|EQ|09:03:55|1521.23427|4
B|237|ADORWELD|EQ|09:03:56|1518.7085|9
B|238|ADORWELD|EQ|09:03:57|1523.17877|4
S|239|ADORWELD|EQ|09:03:58|1513.88144|9
S|240|ADORWELD|EQ|09:03:59|1529.33922|6
B|241|ADORWELD|EQ|09:04:00|1543.19278|8
B|242|ADORWELD|EQ|09:04:01|1505.87659|9
B|243|ADORWELD|EQ|09:04:02|1525.86896|8
B|244|ADORWELD|EQ|09:04:03|1506.60341|8
B|245|ADORWELD|EQ|09:04:04|1535.84298|1
S|246|ADORWELD|EQ|09:04:05|1519.80299|2
B|247|ADORWELD|EQ|09:04:06|1528.27107|2
B|248|ADORWELD|EQ|09:04:07|1509.16399|9
B|249|ADORWELD|EQ|09:04:08|1507.24239|1
B|250|ADORWELD|EQ|09:04:09|1524.40281|3
S|251|ADORWELD|EQ|09:04:10|1517.78064|8
S|252|ADORWELD|EQ|09:04:11|1547.0216|6
B|253|ADORWELD|EQ|09:04:12|1538.26626|8
S|254|ADORWELD|EQ|09:04:13|1537.43318|1
B|255|ADORWELD|EQ|09:04:14|1545.18599|6
B|256|ADORWELD|EQ|09:04:15|1504.17112|5
S|257|ADORWELD|EQ|09:04:16|1527.60962|7
S|258|ADORWELD|EQ|09:04:17|1529.2238|5
S|259|ADORWELD|EQ|09:04:18|1548.09682|2
S|260|ADORWELD|EQ|09:04:19|1514.60738|9
S|261|ADORWELD|EQ|09:04:20|1512.04144|4
B|262|ADORWELD|EQ|09:04:21|1505.0147|7
B|263|ADORWELD|EQ|09:04:22|1500.82148|3
B|264|ADORWELD|EQ|09:04:23|1546.47647|7
S|265|ADORWELD|EQ|09:04:24|1533.49583|4
B|266|ADORWELD|EQ|09:04:25|1539.25765|3
B|267|ADORWELD|EQ|09:04:26|1514.08651|2
B|268|ADORWELD|EQ|09:04:27|1529.32051|3
B|269|ADORWELD|EQ|09:04:28|1503.19776|4
S|270|ADORWELD|EQ|09:04:29|1524.28138|2
B|271|ADORWELD|EQ|09:04:30|1548.87476|8
B|272|ADORWELD|EQ|09:04:31|1543.82526|3
B|273|ADORWELD|EQ|09:04:32|1516.90795|8
S|274|ADORWELD|EQ|09:04:33|1548.07851|3
B|275|ADORWELD|EQ|09:04:34|1511.58508|5
B|276|ADORWELD|EQ|09:04:35|1547.46594|9
B|277|ADORWELD|EQ|09:04:36|1547.06889|5
B|278|ADORWELD|EQ|09:04:37|1539.96013|7
S|279|ADORWELD|EQ|09:04:38|1531.5224|2
B|280|ADORWELD|EQ|09:04:39|1543.7144|1
B|281|ADORWELD|EQ|09:04:40|1514.65101|7
S|282|ADORWELD|EQ|09:04:41|1542.44718|7
S|283|ADORWELD|EQ|09:04:42|1530.89383|1
S|284|ADORWELD|EQ|09:04:43|1500.66184|9
S|285|ADORWELD|EQ|09:04:44|1517.36168|7
S|286|ADORWELD|EQ|09:04:45|1507.40704|5
B|287|ADORWELD|EQ|09:04:46|1549.09147|7
B|288|ADORWELD|EQ|09:04:47|1523.91852|9
S|289|ADORWELD|EQ|09:04:48|1524.86957|4
B|290|ADORWELD|EQ|09:04:49|1531.97363|5
B|291|ADORWELD|EQ|09:04:50|1518.42923|2
B|292|ADORWELD|EQ|09:04:51|1506.84501|7
B|293|ADORWELD|EQ|09:04:52|1541.10589|2
S|294|ADORWELD|EQ|09:04:53|1509.4924|5
B|295|ADORWELD|EQ|09:04:54|1525.56595|5
S|296|ADORWELD|EQ|09:04:55|1511.21585|5
B|297|ADORWELD|EQ|09:04:56|1504.89222|8
S|298|ADORWELD|EQ|09:04:57|1543.10958|5
S|299|ADORWELD|EQ|09:04:58|1548.64597|7
B|300|ADORWELD|EQ|09:04:59|1548.04173|5
B|301|ADORWELD|EQ|09:05:00|1545.32777|1
S|302|ADORWELD|EQ|09:05:01|1538.70237|9
B|303|ADORWELD|EQ|09:05:02|1516.65726|8
B|304|ADORWELD|EQ|09:05:03|1504.05507|1
B|305|ADORWELD|EQ|09:05:04|1520.36206|8
B|306|ADORWELD|EQ|09:05:05|1511.61171|1
B|307|ADORWELD|EQ|09:05:06|1506.62438|7
B|308|ADORWELD|EQ|09:05:07|1502.67136|5
B|309|ADORWELD|EQ|09:05:08|1536.27972|6
B|310|ADORWELD|EQ|09:05:09|1500.57137|6
B|311|ADORWELD|EQ|09:05:10|1538.52904|6
B|312|ADORWELD|EQ|09:05:11|1507.34733|9
S|313|ADORWELD|EQ|09:05:12|1503.9761|5
S|314|ADORWELD|EQ|09:05:13|1504.48015|8
B|315|ADORWELD|EQ|09:05:14|1533.60239|7
S|316|ADORWELD|EQ|09:05:15|1512.26836|5
S|317|ADORWELD|EQ|09:05:16|1521.02697|8
S|318|ADORWELD|EQ|09:05:17|1527.86844|4
B|319|ADORWELD|EQ|09:05:18|1543.02756|6
S|320|ADORWELD|EQ|09:05:19|1536.35221|8
S|321|ADORWELD|EQ|09:05:20|1513.5164|3
B|322|ADORWELD|EQ|09:05:21|1506.57414|3
B|323|ADORWELD|EQ|09:05:22|1502.76872|5
S|324|ADORWELD|EQ|09:05:23|1515.07993|4
B|325|ADORWELD|EQ|09:05:24|1513.10591|9
S|326|ADORWELD|EQ|09:05:25|1522.80703|1
S|327|ADORWELD|EQ|09:05:26|1534.16407|9
B|328|ADORWELD|EQ|09:05:27|1534.78127|5
S|329|ADORWELD|EQ|09:05:28|1514.17594|5
B|330|ADORWELD|EQ|09:05:29|1518.99635|3
S|331|ADORWELD|EQ|09:05:30|1509.05755|6
B|332|ADORWELD|EQ|09:05:31|1539.42728|2
B|333|ADORWELD|EQ|09:05:32|1502.8424|8
B|334|ADORWELD|EQ|09:05:33|1534.84986|9
B|335|ADORWELD|EQ|09:05:34|1538.93477|4
B|336|ADORWELD|EQ|09:05:35|1538.87038|5
B|337|ADORWELD|EQ|09:05:36|1512.97113|8
B|338|ADORWELD|EQ|09:05:37|1518.69066|4
B|339|ADORWELD|EQ|09:05:38|1529.37998|1
S|340|ADORWELD|EQ|09:05:39|1513.6411|2
S|341|ADORWELD|EQ|09:05:40|1518.54264|8
S|342|ADORWELD|EQ|09:05:41|1509.85271|4
S|343|ADORWELD|EQ|09:05:42|1522.99279|3
B|344|ADORWELD|EQ|09:05:43|1502.23062|7
B|345|ADORWELD|EQ|09:05:44|1539.98979|8
B|346|ADORWELD|EQ|09:05:45|1503.84782|6
S|347|ADORWELD|EQ|09:05:46|1525.94176|3
B|348|ADORWELD|EQ|09:05:47|1515.3405|9
B|349|ADORWELD|EQ|09:05:48|1528.87715|4
S|350|ADORWELD|EQ|09:05:49|1547.97167|3
B|351|ADORWELD|EQ|09:05:50|1532.27851|3
B|352|ADORWELD|EQ|09:05:51|1501.76812|2
S|353|ADORWELD|EQ|09:05:52|1521.52012|4
B|354|ADORWELD|EQ|09:05:53|1525.50084|6
B|355|ADORWELD|EQ|09:05:54|1526.80887|5
B|356|ADORWELD|EQ|09:05:55|1534.06963|5
B|357|ADORWELD|EQ|09:05:56|1513.8798|4
B|358|ADORWELD|EQ|09:05:57|1506.44303|3
S|359|ADORWELD|EQ|09:05:58|1519.63378|7
S|360|ADORWELD|EQ|09:05:59|1547.82029|8
B|361|ADORWELD|EQ|09:06:00|1509.35654|5
B|362|ADORWELD|EQ|09:06:01|1545.1992|5
B|363|ADORWELD|EQ|09:06:02|1527.1903|1
S|364|ADORWELD|EQ|09:06:03|1522.84557|3
B|365|ADORWELD|EQ|09:06:04|1544.10207|8
B|366|ADORWELD|EQ|09:06:05|1522.9302|7
B|367|ADORWELD|EQ|09:06:06|1536.20838|3
B|368|ADORWELD|EQ|09:06:07|1519.95127|8
B|369|ADORWELD|EQ|09:06:08|1545.20222|3
S|370|ADORWELD|EQ|09:06:09|1534.50125|7
B|371|ADORWELD|EQ|09:06:10|1534.9811|5
S|372|ADORWELD|EQ|09:06:11|1516.38602|5
S|373|ADORWELD|EQ|09:06:12|1537.83893|5
B|374|ADORWELD|EQ|09:06:13|1531.80305|8
S|375|ADORWELD|EQ|09:06:14|1512.00101|1
S|376|ADORWELD|EQ|09:06:15|1508.02694|5
S|377|ADORWELD|EQ|09:06:16|1539.81957|3
S|378|ADORWELD|EQ|09:06:17|1547.95833|7
B|379|ADORWELD|EQ|09:06:18|1522.90694|2
B|380|ADORWELD|EQ|09:06:19|1529.54921|7
B|381|ADORWELD|EQ|09:06:20|1542.88613|5
S|382|ADORWELD|EQ|09:06:21|1522.86117|7
S|383|ADORWELD|EQ|09:06:22|1547.59372|3
B|384|ADORWELD|EQ|09:06:23|1528.78756|8
S|385|ADORWELD|EQ|09:06:24|1541.03836|9
B|386|ADORWELD|EQ|09:06:25|1545.44219|1
B|387|ADORWELD|EQ|09:06:26|1540.77619|9
S|388|ADORWELD|EQ|09:06:27|1507.97072|1
S|389|ADORWELD|EQ|09:06:28|1531.44492|9
B|390|ADORWELD|EQ|09:06:29|1519.92171|2
B|391|ADORWELD|EQ|09:06:30|1503.13565|6
B|392|ADORWELD|EQ|09:06:31|1521.20161|2
B|393|ADORWELD|EQ|09:06:32|1512.9342|1
S|394|ADORWELD|EQ|09:06:33|1542.45192|9
B|395|ADORWELD|EQ|09:06:34|1501.66523|9
S|396|ADORWELD|EQ|09:06:35|1547.94914|8
B|397|ADORWELD|EQ|09:06:36|1517.76844|1
S|398|ADORWELD|EQ|09:06:37|1517.83534|9
S|399|ADORWELD|EQ|09:06:38|1500.81643|8
S|400|ADORWELD|EQ|09:06:39|1509.26162|8
S|401|ADORWELD|EQ|09:06:40|1520.06298|7
B|402|ADORWELD|EQ|09:06:41|1546.46457|6
B|403|ADORWELD|EQ|09:06:42|1504.98075|7
B|404|ADORWELD|EQ|09:06:43|1547.26508|1
B|405|ADORWELD|EQ|09:06:44|1543.47443|7
S|406|ADORWELD|EQ|09:06:45|1522.70812|1
B|407|ADORWELD|EQ|09:06:46|1516.33504|2
S|408|ADORWELD|EQ|09:06:47|1511.63721|4
S|409|ADORWELD|EQ|09:06:48|1530.72324|3
B|410|ADORWELD|EQ|09:06:49|1501.65373|5
B|411|ADORWELD|EQ|09:06:50|1500.7803|7
B|412|ADORWELD|EQ|09:06:51|1521.43979|3
S|413|ADORWELD|EQ|09:06:52|1503.4037|8
S|414|ADORWELD|EQ|09:06:53|1512.59705|6
B|415|ADORWELD|EQ|09:06:54|1511.05805|3
B|416|ADORWELD|EQ|09:06:55|1512.65956|4
B|417|ADORWELD|EQ|09:06:56|1506.55276|1
B|418|ADORWELD|EQ|09:06:57|1500.60181|7
B|419|ADORWELD|EQ|09:06:58|1505.77421|5
S|420|ADORWELD|EQ|09:06:59|1530.92401|8
B|421|ADORWELD|EQ|09:07:00|1548.71281|4
B|422|ADORWELD|EQ|09:07:01|1549.51725|4
B|423|ADORWELD|EQ|09:07:02|1520.4527|5
S|424|ADORWELD|EQ|09:07:03|1508.14772|1
B|425|ADORWELD|EQ|09:07:04|1531.93809|6
B|426|ADORWELD|EQ|09:07:05|1524.51527|4
S|427|ADORWELD|EQ|09:07:06|1549.47049|9
S|428|ADORWELD|EQ|09:07:07|1503.26521|1
S|429|ADORWELD|EQ|09:07:08|1539.16172|9
B|430|ADORWELD|EQ|09:07:09|1514.41992|6
B|431|ADORWELD|EQ|09:07:10|1512.07093|9
S|432|ADORWELD|EQ|09:07:11|1533.12523|5
B|433|ADORWELD|EQ|09:07:12|1512.30316|8
B|434|ADORWELD|EQ|09:07:13|1533.29296|8
B|435|ADORWELD|EQ|09:07:14|1525.86543|2
B|436|ADORWELD|EQ|09:07:15|1521.20445|3
B|437|ADORWELD|EQ|09:07:16|1527.73439|7
S|438|ADORWELD|EQ|09:07:17|1514.35258|5
B|439|ADORWELD|EQ|09:07:18|1535.32874|1
B|440|ADORWELD|EQ|09:07:19|1520.74284|4
B|441|ADORWELD|EQ|09:07:20|1518.02728|6
S|442|ADORWELD|EQ|09:07:21|1541.43285|4
B|443|ADORWELD|EQ|09:07:22|1546.24835|3
B|444|ADORWELD|EQ|09:07:23|1502.30037|1
B|445|ADORWELD|EQ|09:07:24|1511.63135|5
B|446|ADORWELD|EQ|09:07:25|1517.42597|9
B|447|ADORWELD|EQ|09:07:26|1540.74832|4
B|448|ADORWELD|EQ|09:07:27|1549.27457|4
S|449|ADORWELD|EQ|09:07:28|1548.44859|6
B|450|ADORWELD|EQ|09:07:29|1545.24742|2
S|451|ADORWELD|EQ|09:07:30|1514.82781|9
B|452|ADORWELD|EQ|09:07:31|1549.60056|4
B|453|ADORWELD|EQ|09:07:32|1512.471|1
B|454|ADORWELD|EQ|09:07:33|1505.29531|9
B|455|ADORWELD|EQ|09:07:34|1547.54763|5
B|456|ADORWELD|EQ|09:07:35|1511.67101|3
B|457|ADORWELD|EQ|09:07:36|1534.48841|7
B|458|ADORWELD|EQ|09:07:37|1502.91782|1
B|459|ADORWELD|EQ|09:07:38|1536.53545|1
B|460|ADORWELD|EQ|09:07:39|1544.08601|1
S|461|ADORWELD|EQ|09:07:40|1513.62184|8
B|462|ADORWELD|EQ|09:07:41|1518.95284|5
S|463|ADORWELD|EQ|09:07:42|1518.71481|5
B|464|ADORWELD|EQ|09:07:43|1537.43941|1
S|465|ADORWELD|EQ|09:07:44|1511.89036|8
B|466|ADORWELD|EQ|09:07:45|1508.59265|3
S|467|ADORWELD|EQ|09:07:46|1522.46458|8
B|468|ADORWELD|EQ|09:07:47|1515.22342|7
S|469|ADORWELD|EQ|09:07:48|1541.95946|8
B|470|ADORWELD|EQ|09:07:49|1511.88709|8
S|471|ADORWELD|EQ|09:07:50|1525.11947|1
S|472|ADORWELD|EQ|09:07:51|1547.12918|1
B|473|ADORWELD|EQ|09:07:52|1531.69988|9
B|474|ADORWELD|EQ|09:07:53|1543.36447|7
S|475|ADORWELD|EQ|09:07:54|1547.01048|4
B|476|ADORWELD|EQ|09:07:55|1537.53824|7
B|477|ADORWELD|EQ|09:07:56|1534.97875|3
B|478|ADORWELD|EQ|09:07:57|1548.39828|5
B|479|ADORWELD|EQ|09:07:58|1549.72004|1
S|480|ADORWELD|EQ|09:07:59|1522.59108|4
B|481|ADORWELD|EQ|09:08:00|1503.54349|9
B|482|ADORWELD|EQ|09:08:01|1514.6397|4
